id,playerID,season,gamesPlayed,gamesStarted,wins,losses,otLosses,goalsAgainst,goalsAgainstAvg,savePctg,shotsAgainst,shutouts,created_at,updated_at
174,8480051,20192020,2,2,1,1,0,5,2.518892,0.931,72,0,2024-06-11 02:48:12 UTC,2024-06-11 02:48:12 UTC
175,8480051,20202021,4,4,1,2,1,14,4.160475,0.849,93,0,2024-06-11 02:48:12 UTC,2024-06-11 02:48:12 UTC
176,8480051,20212022,12,9,1,7,1,40,4.622348,0.86755,302,0,2024-06-11 02:48:12 UTC,2024-06-11 02:48:12 UTC
177,8480051,20222023,3,2,0,2,0,8,3.46362,0.851852,54,0,2024-06-11 02:48:12 UTC,2024-06-11 02:48:12 UTC
178,8480051,20232024,23,21,8,9,4,66,2.989055,0.909713,731,2,2024-06-11 02:48:12 UTC,2024-06-11 02:48:12 UTC
179,8474596,20192020,24,21,12,6,3,48,2.150752,0.927,655,2,2024-06-11 02:48:20 UTC,2024-06-11 02:48:20 UTC
180,8474596,20202021,29,27,11,12,5,76,2.678257,0.907,817,0,2024-06-11 02:48:20 UTC,2024-06-11 02:48:20 UTC
181,8474596,20212022,35,35,9,20,4,107,3.296252,0.90472,1123,2,2024-06-11 02:48:20 UTC,2024-06-11 02:48:20 UTC
182,8474596,20222023,42,41,15,24,3,145,3.550417,0.891386,1335,1,2024-06-11 02:48:20 UTC,2024-06-11 02:48:20 UTC
183,8474596,20232024,21,21,6,12,3,74,3.650315,0.892128,686,0,2024-06-11 02:48:20 UTC,2024-06-11 02:48:20 UTC
184,8474596,20232024,13,12,6,6,1,40,3.114658,0.900249,401,0,2024-06-11 02:48:20 UTC,2024-06-11 02:48:20 UTC
185,8478039,20192020,5,5,3,1,1,15,2.95858,0.913,172,0,2024-06-11 02:48:20 UTC,2024-06-11 02:48:20 UTC
186,8478039,20202021,24,23,16,8,0,68,2.884479,0.902,692,2,2024-06-11 02:48:20 UTC,2024-06-11 02:48:20 UTC
187,8478039,20212022,25,23,12,8,3,66,2.867557,0.910082,734,0,2024-06-11 02:48:20 UTC,2024-06-11 02:48:20 UTC
188,8478039,20212022,11,10,2,6,1,27,2.862275,0.916149,322,0,2024-06-11 02:48:20 UTC,2024-06-11 02:48:20 UTC
189,8478039,20222023,37,37,9,20,7,135,3.845697,0.882507,1149,1,2024-06-11 02:48:20 UTC,2024-06-11 02:48:20 UTC
190,8478039,20232024,31,27,6,20,3,105,3.814868,0.894578,996,0,2024-06-11 02:48:20 UTC,2024-06-11 02:48:20 UTC
191,8478039,20232024,6,6,1,4,0,11,2.511575,0.923077,143,1,2024-06-11 02:48:20 UTC,2024-06-11 02:48:20 UTC
192,8480947,20202021,37,37,17,14,5,109,3.00715,0.909,1204,2,2024-06-11 02:48:26 UTC,2024-06-11 02:48:26 UTC
193,8480947,20212022,32,29,8,15,6,106,3.503006,0.891059,973,0,2024-06-11 02:48:26 UTC,2024-06-11 02:48:26 UTC
194,8480947,20222023,19,18,9,8,1,49,2.749805,0.915952,583,0,2024-06-11 02:48:26 UTC,2024-06-11 02:48:26 UTC
195,8480947,20232024,24,17,11,6,0,56,2.820172,0.908197,610,1,2024-06-11 02:48:26 UTC,2024-06-11 02:48:26 UTC
196,8477424,20192020,40,34,17,12,4,98,2.701171,0.914,1142,4,2024-06-11 02:48:26 UTC,2024-06-11 02:48:26 UTC
197,8477424,20202021,36,35,21,11,1,78,2.280924,0.927,1073,3,2024-06-11 02:48:26 UTC,2024-06-11 02:48:26 UTC
198,8477424,20212022,67,67,38,25,3,173,2.640079,0.917893,2107,4,2024-06-11 02:48:26 UTC,2024-06-11 02:48:26 UTC
199,8477424,20222023,64,63,33,23,7,171,2.692925,0.918533,2099,2,2024-06-11 02:48:26 UTC,2024-06-11 02:48:26 UTC
200,8477424,20232024,64,64,35,24,5,173,2.863738,0.906233,1845,3,2024-06-11 02:48:26 UTC,2024-06-11 02:48:26 UTC
201,8478009,20202021,22,21,13,6,3,46,2.170181,0.918,563,3,2024-06-11 02:48:35 UTC,2024-06-11 02:48:35 UTC
202,8478009,20212022,52,52,26,18,8,123,2.402122,0.925137,1643,7,2024-06-11 02:48:35 UTC,2024-06-11 02:48:35 UTC
203,8478009,20222023,62,60,31,22,7,140,2.341746,0.924374,1838,6,2024-06-11 02:48:35 UTC,2024-06-11 02:48:35 UTC
204,8478009,20232024,56,55,25,19,12,167,3.012643,0.908841,1821,2,2024-06-11 02:48:35 UTC,2024-06-11 02:48:35 UTC
205,8473575,20192020,45,39,19,14,6,110,2.621839,0.914,1278,2,2024-06-11 02:48:35 UTC,2024-06-11 02:48:35 UTC
206,8473575,20202021,36,35,19,11,4,72,2.040688,0.929,1020,7,2024-06-11 02:48:35 UTC,2024-06-11 02:48:35 UTC
207,8473575,20212022,31,29,10,17,2,87,2.912486,0.911043,978,2,2024-06-11 02:48:35 UTC,2024-06-11 02:48:35 UTC
208,8473575,20222023,23,22,11,9,2,60,2.697168,0.912917,689,2,2024-06-11 02:48:35 UTC,2024-06-11 02:48:35 UTC
209,8473575,20232024,28,27,14,8,4,69,2.596045,0.917563,837,3,2024-06-11 02:48:35 UTC,2024-06-11 02:48:35 UTC
210,8475839,20192020,16,14,3,8,2,47,3.792702,0.882,399,0,2024-06-11 02:48:45 UTC,2024-06-11 02:48:45 UTC
211,8475839,20192020,1,1,0,1,0,4,4.08279,0.882,34,0,2024-06-11 02:48:45 UTC,2024-06-11 02:48:45 UTC
212,8475839,20202021,1,1,0,1,0,3,3.119584,0.87,23,0,2024-06-11 02:48:45 UTC,2024-06-11 02:48:45 UTC
213,8475839,20212022,2,2,1,1,0,4,2.021053,0.951807,83,0,2024-06-11 02:48:45 UTC,2024-06-11 02:48:45 UTC
214,8475839,20232024,1,1,1,0,0,1,1.0,0.961538,26,0,2024-06-11 02:48:45 UTC,2024-06-11 02:48:45 UTC
215,8471734,20192020,42,42,16,22,4,117,2.789884,0.904,1224,1,2024-06-11 02:48:46 UTC,2024-06-11 02:48:46 UTC
216,8471734,20202021,22,22,11,9,2,58,2.855228,0.898,566,2,2024-06-11 02:48:46 UTC,2024-06-11 02:48:46 UTC
217,8471734,20212022,46,46,23,13,9,116,2.591342,0.909657,1284,2,2024-06-11 02:48:46 UTC,2024-06-11 02:48:46 UTC
218,8471734,20222023,31,27,11,13,4,99,3.497444,0.87594,798,1,2024-06-11 02:48:46 UTC,2024-06-11 02:48:46 UTC
219,8471734,20222023,10,9,5,2,2,28,3.132186,0.900709,282,1,2024-06-11 02:48:46 UTC,2024-06-11 02:48:46 UTC
220,8471734,20232024,27,26,18,6,2,69,2.615728,0.910506,771,2,2024-06-11 02:48:46 UTC,2024-06-11 02:48:46 UTC
221,8478048,20192020,12,12,10,2,0,29,2.515966,0.932,424,0,2024-06-11 02:48:46 UTC,2024-06-11 02:48:46 UTC
222,8478048,20202021,35,31,16,14,3,83,2.62241,0.916,987,2,2024-06-11 02:48:46 UTC,2024-06-11 02:48:46 UTC
223,8478048,20212022,53,52,36,13,4,106,2.071301,0.934649,1622,6,2024-06-11 02:48:46 UTC,2024-06-11 02:48:46 UTC
224,8478048,20222023,58,58,37,13,8,144,2.47652,0.91623,1719,3,2024-06-11 02:48:46 UTC,2024-06-11 02:48:46 UTC
225,8478048,20232024,55,55,36,17,2,141,2.581551,0.912827,1606,4,2024-06-11 02:48:46 UTC,2024-06-11 02:48:46 UTC
226,8476341,20192020,3,3,1,1,0,8,3.353126,0.897,78,0,2024-06-11 02:48:53 UTC,2024-06-11 02:48:53 UTC
227,8476341,20202021,8,8,3,4,1,24,3.210344,0.909,264,0,2024-06-11 02:48:53 UTC,2024-06-11 02:48:53 UTC
228,8476341,20212022,46,44,22,17,4,121,2.82331,0.916953,1457,1,2024-06-11 02:48:53 UTC,2024-06-11 02:48:53 UTC
229,8476341,20222023,28,25,11,11,2,80,3.261497,0.902081,817,2,2024-06-11 02:48:53 UTC,2024-06-11 02:48:53 UTC
230,8476341,20232024,30,28,15,12,0,84,3.210702,0.890196,765,2,2024-06-11 02:48:53 UTC,2024-06-11 02:48:53 UTC
231,8476914,20192020,37,35,19,12,5,92,2.596547,0.911,1030,2,2024-06-11 02:48:53 UTC,2024-06-11 02:48:53 UTC
232,8476914,20202021,33,31,9,13,7,96,3.296263,0.894,904,0,2024-06-11 02:48:53 UTC,2024-06-11 02:48:53 UTC
233,8476914,20212022,22,17,7,11,0,78,4.147159,0.876972,634,0,2024-06-11 02:48:53 UTC,2024-06-11 02:48:53 UTC
234,8476914,20222023,28,26,11,11,3,82,3.172249,0.912527,926,0,2024-06-11 02:48:53 UTC,2024-06-11 02:48:53 UTC
235,8476914,20222023,11,11,7,3,1,22,2.125604,0.921429,280,1,2024-06-11 02:48:53 UTC,2024-06-11 02:48:53 UTC
236,8476914,20232024,55,49,21,26,4,168,3.272231,0.889619,1522,0,2024-06-11 02:48:53 UTC,2024-06-11 02:48:53 UTC
237,8481035,20222023,12,10,6,3,0,33,3.070164,0.899083,327,1,2024-06-11 02:49:02 UTC,2024-06-11 02:49:02 UTC
238,8481035,20232024,51,49,23,19,7,132,2.81904,0.890365,1204,4,2024-06-11 02:49:02 UTC,2024-06-11 02:49:02 UTC
239,8478905,20232024,3,1,0,1,1,10,4.952538,0.811321,53,0,2024-06-11 02:49:03 UTC,2024-06-11 02:49:03 UTC
240,8477465,20192020,33,31,20,12,1,78,2.429297,0.921,985,3,2024-06-11 02:49:11 UTC,2024-06-11 02:49:11 UTC
241,8477465,20202021,39,38,25,9,3,100,2.745618,0.909,1100,2,2024-06-11 02:49:11 UTC,2024-06-11 02:49:11 UTC
242,8477465,20212022,58,56,34,18,6,138,2.424467,0.919345,1711,4,2024-06-11 02:49:11 UTC,2024-06-11 02:49:11 UTC
243,8477465,20222023,47,47,24,13,7,128,2.898077,0.909477,1414,2,2024-06-11 02:49:11 UTC,2024-06-11 02:49:11 UTC
244,8477465,20232024,51,48,19,25,5,133,2.911736,0.902849,1369,6,2024-06-11 02:49:11 UTC,2024-06-11 02:49:11 UTC
245,8477968,20192020,4,3,1,2,1,11,3.051083,0.887,97,0,2024-06-11 02:49:11 UTC,2024-06-11 02:49:11 UTC
246,8477968,20202021,23,23,15,5,3,44,1.896506,0.932,648,3,2024-06-11 02:49:11 UTC,2024-06-11 02:49:11 UTC
247,8477968,20212022,59,52,20,24,9,178,3.305683,0.900891,1796,4,2024-06-11 02:49:11 UTC,2024-06-11 02:49:11 UTC
248,8477968,20222023,15,13,5,7,2,49,3.530966,0.89485,466,0,2024-06-11 02:49:11 UTC,2024-06-11 02:49:11 UTC
249,8477968,20232024,38,33,18,7,7,102,2.970201,0.901829,1039,1,2024-06-11 02:49:11 UTC,2024-06-11 02:49:11 UTC
250,8478916,20202021,8,6,1,3,1,22,3.272457,0.897,214,0,2024-06-11 02:49:17 UTC,2024-06-11 02:49:17 UTC
251,8478916,20212022,5,4,0,4,0,21,4.297164,0.85,140,0,2024-06-11 02:49:17 UTC,2024-06-11 02:49:17 UTC
252,8478916,20222023,5,4,2,1,1,13,3.143471,0.9,130,0,2024-06-11 02:49:17 UTC,2024-06-11 02:49:17 UTC
253,8478916,20232024,50,46,19,18,11,116,2.456948,0.915575,1374,3,2024-06-11 02:49:17 UTC,2024-06-11 02:49:17 UTC
254,8475831,20192020,36,36,18,12,4,90,2.625055,0.916,1067,2,2024-06-11 02:49:17 UTC,2024-06-11 02:49:17 UTC
255,8475831,20202021,40,39,30,9,1,77,1.951948,0.922,993,7,2024-06-11 02:49:17 UTC,2024-06-11 02:49:17 UTC
256,8475831,20212022,55,54,18,31,5,164,3.162547,0.889114,1479,2,2024-06-11 02:49:17 UTC,2024-06-11 02:49:17 UTC
257,8475831,20222023,39,36,17,14,4,98,2.846608,0.894624,930,0,2024-06-11 02:49:17 UTC,2024-06-11 02:49:17 UTC
258,8475831,20232024,36,34,14,16,2,95,2.854853,0.899044,941,2,2024-06-11 02:49:17 UTC,2024-06-11 02:49:17 UTC
259,8478406,20192020,47,43,22,14,8,124,2.771965,0.915,1452,3,2024-06-11 02:49:26 UTC,2024-06-11 02:49:26 UTC
260,8478406,20202021,35,35,14,17,4,106,3.042165,0.902,1081,1,2024-06-11 02:49:26 UTC,2024-06-11 02:49:26 UTC
261,8478406,20212022,25,24,9,10,4,79,3.388013,0.891929,731,2,2024-06-11 02:49:26 UTC,2024-06-11 02:49:26 UTC
262,8478406,20222023,22,20,10,6,2,60,3.198436,0.893428,563,0,2024-06-11 02:49:26 UTC,2024-06-11 02:49:26 UTC
263,8478406,20232024,44,41,10,25,4,140,3.446672,0.898771,1383,2,2024-06-11 02:49:26 UTC,2024-06-11 02:49:26 UTC
264,8482445,20232024,6,6,2,3,1,25,4.975399,0.869792,192,0,2024-06-11 02:49:26 UTC,2024-06-11 02:49:26 UTC
265,8477970,20202021,37,36,21,10,4,95,2.69442,0.908,1031,2,2024-06-11 02:49:26 UTC,2024-06-11 02:49:26 UTC
266,8477970,20212022,42,39,20,12,6,103,2.666801,0.907789,1117,4,2024-06-11 02:49:26 UTC,2024-06-11 02:49:26 UTC
267,8477970,20222023,52,48,33,11,4,119,2.448924,0.910728,1333,3,2024-06-11 02:49:26 UTC,2024-06-11 02:49:26 UTC
268,8477970,20232024,32,29,17,9,3,95,3.181129,0.889791,862,0,2024-06-11 02:49:26 UTC,2024-06-11 02:49:26 UTC
269,8476412,20192020,50,50,30,13,7,126,2.564726,0.912,1430,3,2024-06-11 02:49:34 UTC,2024-06-11 02:49:34 UTC
270,8476412,20202021,42,41,18,14,8,108,2.647419,0.91,1200,0,2024-06-11 02:49:34 UTC,2024-06-11 02:49:34 UTC
271,8476412,20212022,37,37,18,14,4,112,3.13294,0.901322,1135,2,2024-06-11 02:49:34 UTC,2024-06-11 02:49:34 UTC
272,8476412,20222023,61,60,27,27,6,194,3.310533,0.893757,1826,2,2024-06-11 02:49:34 UTC,2024-06-11 02:49:34 UTC
273,8476412,20232024,57,55,28,21,5,156,2.843703,0.912654,1786,3,2024-06-11 02:49:34 UTC,2024-06-11 02:49:34 UTC
274,8480981,20212022,2,2,1,1,0,6,3.072983,0.88,50,0,2024-06-11 02:49:34 UTC,2024-06-11 02:49:34 UTC
275,8480981,20222023,6,6,3,1,1,17,3.215637,0.905028,179,0,2024-06-11 02:49:34 UTC,2024-06-11 02:49:34 UTC
276,8480981,20232024,30,27,15,12,1,72,2.652504,0.914458,830,1,2024-06-11 02:49:34 UTC,2024-06-11 02:49:34 UTC
277,8477992,20192020,6,5,1,3,1,16,2.938176,0.894,151,0,2024-06-11 02:49:41 UTC,2024-06-11 02:49:41 UTC
278,8477992,20202021,7,6,0,5,1,24,3.790637,0.884,207,0,2024-06-11 02:49:41 UTC,2024-06-11 02:49:41 UTC
279,8477992,20202021,8,7,5,1,1,15,2.059732,0.913,173,1,2024-06-11 02:49:41 UTC,2024-06-11 02:49:41 UTC
280,8477992,20212022,9,6,3,2,1,23,3.726708,0.885,200,0,2024-06-11 02:49:41 UTC,2024-06-11 02:49:41 UTC
281,8477992,20212022,2,2,0,2,0,15,7.744156,0.765625,64,0,2024-06-11 02:49:41 UTC,2024-06-11 02:49:41 UTC
282,8477992,20222023,3,2,2,0,0,5,2.098636,0.931507,73,0,2024-06-11 02:49:41 UTC,2024-06-11 02:49:41 UTC
283,8477992,20232024,26,24,12,7,5,83,3.370596,0.889628,752,2,2024-06-11 02:49:41 UTC,2024-06-11 02:49:41 UTC
284,8476883,20192020,52,52,35,14,3,133,2.556136,0.917,1605,3,2024-06-11 02:49:41 UTC,2024-06-11 02:49:41 UTC
285,8476883,20202021,42,42,31,10,1,93,2.211112,0.925,1237,5,2024-06-11 02:49:41 UTC,2024-06-11 02:49:41 UTC
286,8476883,20212022,63,63,39,18,5,156,2.488865,0.916488,1868,2,2024-06-11 02:49:41 UTC,2024-06-11 02:49:41 UTC
287,8476883,20222023,60,60,34,22,4,159,2.65264,0.9152,1875,4,2024-06-11 02:49:41 UTC,2024-06-11 02:49:41 UTC
288,8476883,20232024,52,52,30,20,2,148,2.899245,0.899797,1477,2,2024-06-11 02:49:41 UTC,2024-06-11 02:49:41 UTC
289,8474889,20192020,41,40,17,21,2,118,3.000212,0.896,1139,2,2024-06-11 02:49:52 UTC,2024-06-11 02:49:52 UTC
290,8474889,20202021,34,34,15,13,4,102,3.275501,0.896,980,1,2024-06-11 02:49:52 UTC,2024-06-11 02:49:52 UTC
291,8474889,20212022,35,33,12,18,3,114,3.424909,0.900088,1141,0,2024-06-11 02:49:52 UTC,2024-06-11 02:49:52 UTC
292,8474889,20222023,48,42,27,13,3,131,2.993544,0.887336,1145,3,2024-06-11 02:49:52 UTC,2024-06-11 02:49:52 UTC
293,8474889,20232024,22,19,11,8,1,56,2.872613,0.902439,574,2,2024-06-11 02:49:52 UTC,2024-06-11 02:49:52 UTC
294,8476899,20192020,38,38,20,11,5,107,2.869274,0.899,1055,1,2024-06-11 02:49:52 UTC,2024-06-11 02:49:52 UTC
295,8476899,20202021,27,25,10,13,1,79,3.375628,0.893,738,2,2024-06-11 02:49:52 UTC,2024-06-11 02:49:52 UTC
296,8476899,20212022,20,20,5,12,2,60,3.046931,0.90625,640,1,2024-06-11 02:49:52 UTC,2024-06-11 02:49:52 UTC
297,8476899,20222023,26,26,14,8,2,74,3.013916,0.90276,761,1,2024-06-11 02:49:52 UTC,2024-06-11 02:49:52 UTC
298,8478492,20192020,26,22,16,6,2,60,2.551322,0.913,689,1,2024-06-11 02:49:53 UTC,2024-06-11 02:49:53 UTC
299,8478492,20202021,19,18,13,4,1,49,2.690296,0.902,499,2,2024-06-11 02:49:53 UTC,2024-06-11 02:49:53 UTC
300,8478492,20212022,44,39,23,12,5,119,3.023758,0.89607,1145,3,2024-06-11 02:49:53 UTC,2024-06-11 02:49:53 UTC
301,8478492,20222023,42,40,27,10,5,96,2.326709,0.918919,1184,4,2024-06-11 02:49:53 UTC,2024-06-11 02:49:53 UTC
302,8478492,20232024,40,40,23,7,8,120,3.12912,0.889604,1087,3,2024-06-11 02:49:53 UTC,2024-06-11 02:49:53 UTC
303,8479361,20212022,4,4,3,1,0,11,2.751146,0.910569,123,1,2024-06-11 02:49:53 UTC,2024-06-11 02:49:53 UTC
304,8479361,20222023,7,7,6,1,0,15,2.16121,0.931507,219,0,2024-06-11 02:49:53 UTC,2024-06-11 02:49:53 UTC
305,8479361,20232024,25,23,12,11,1,72,2.935481,0.906736,772,0,2024-06-11 02:49:53 UTC,2024-06-11 02:49:53 UTC
306,8477967,20192020,27,25,13,10,2,78,3.060724,0.905,822,0,2024-06-11 02:50:04 UTC,2024-06-11 02:50:04 UTC
307,8477967,20202021,35,35,16,18,1,99,2.846463,0.915,1164,1,2024-06-11 02:50:04 UTC,2024-06-11 02:50:04 UTC
308,8477967,20212022,64,61,33,22,7,168,2.723846,0.914591,1967,1,2024-06-11 02:50:04 UTC,2024-06-11 02:50:04 UTC
309,8477967,20222023,32,32,14,14,4,99,3.162069,0.901493,1005,1,2024-06-11 02:50:04 UTC,2024-06-11 02:50:04 UTC
310,8477967,20232024,51,51,35,14,2,123,2.447044,0.91756,1492,5,2024-06-11 02:50:04 UTC,2024-06-11 02:50:04 UTC
311,8479193,20202021,20,17,11,7,0,48,2.543458,0.912,543,2,2024-06-11 02:50:05 UTC,2024-06-11 02:50:05 UTC
312,8479193,20212022,26,24,11,6,5,66,2.79237,0.914174,769,3,2024-06-11 02:50:05 UTC,2024-06-11 02:50:05 UTC
313,8479193,20222023,38,33,15,16,4,109,3.165614,0.904553,1142,0,2024-06-11 02:50:05 UTC,2024-06-11 02:50:05 UTC
314,8479193,20232024,29,27,12,9,6,80,2.885511,0.895916,759,1,2024-06-11 02:50:05 UTC,2024-06-11 02:50:05 UTC
315,8479313,20212022,7,3,1,2,1,15,3.34614,0.900662,151,0,2024-06-11 02:50:05 UTC,2024-06-11 02:50:05 UTC
316,8481668,20222023,5,5,3,2,0,14,2.745696,0.907895,152,0,2024-06-11 02:50:06 UTC,2024-06-11 02:50:06 UTC
317,8481668,20232024,4,4,3,0,1,10,2.466936,0.880952,84,0,2024-06-11 02:50:06 UTC,2024-06-11 02:50:06 UTC
318,8478499,20192020,13,9,2,4,3,28,2.621859,0.918,343,0,2024-06-11 02:50:18 UTC,2024-06-11 02:50:18 UTC
319,8478499,20202021,19,17,9,9,1,46,2.743812,0.913,530,2,2024-06-11 02:50:18 UTC,2024-06-11 02:50:18 UTC
320,8478499,20212022,25,22,10,11,1,61,2.65998,0.905864,648,2,2024-06-11 02:50:18 UTC,2024-06-11 02:50:18 UTC
321,8478499,20222023,27,25,16,7,1,62,2.495137,0.915395,721,0,2024-06-11 02:50:18 UTC,2024-06-11 02:50:18 UTC
322,8478499,20232024,35,35,19,12,2,89,2.712289,0.909091,979,2,2024-06-11 02:50:18 UTC,2024-06-11 02:50:18 UTC
323,8480238,20222023,2,2,2,0,0,5,2.5,0.928571,70,0,2024-06-11 02:50:19 UTC,2024-06-11 02:50:19 UTC
324,8480238,20232024,6,5,1,3,1,21,3.977691,0.892857,196,0,2024-06-11 02:50:19 UTC,2024-06-11 02:50:19 UTC
325,8480313,20202021,1,0,0,0,0,0,0.0,1.0,2,0,2024-06-11 02:50:19 UTC,2024-06-11 02:50:19 UTC
326,8480313,20212022,19,17,10,5,3,49,2.678246,0.913884,569,1,2024-06-11 02:50:19 UTC,2024-06-11 02:50:19 UTC
327,8480313,20222023,37,36,21,13,3,96,2.652707,0.915194,1132,2,2024-06-11 02:50:19 UTC,2024-06-11 02:50:19 UTC
328,8480313,20232024,46,42,25,14,5,119,2.698957,0.90832,1298,1,2024-06-11 02:50:19 UTC,2024-06-11 02:50:19 UTC
329,8476316,20192020,19,15,6,7,1,54,3.27974,0.895,512,0,2024-06-11 02:50:29 UTC,2024-06-11 02:50:29 UTC
330,8476316,20202021,14,11,6,6,0,30,2.418976,0.918,368,1,2024-06-11 02:50:29 UTC,2024-06-11 02:50:29 UTC
331,8476316,20212022,24,21,10,9,3,62,2.902999,0.894558,588,1,2024-06-11 02:50:29 UTC,2024-06-11 02:50:29 UTC
332,8476316,20222023,11,10,7,0,3,23,2.169698,0.927445,317,0,2024-06-11 02:50:29 UTC,2024-06-11 02:50:29 UTC
333,8476316,20232024,23,22,15,5,2,45,1.99847,0.927419,620,3,2024-06-11 02:50:29 UTC,2024-06-11 02:50:29 UTC
334,8476945,20192020,58,56,31,21,5,140,2.569947,0.922,1796,6,2024-06-11 02:50:29 UTC,2024-06-11 02:50:29 UTC
335,8476945,20202021,45,45,24,17,3,112,2.581818,0.916,1335,4,2024-06-11 02:50:29 UTC,2024-06-11 02:50:29 UTC
336,8476945,20212022,66,66,29,27,10,193,2.966568,0.910441,2155,4,2024-06-11 02:50:29 UTC,2024-06-11 02:50:29 UTC
337,8476945,20222023,64,64,37,25,2,157,2.493383,0.920061,1964,4,2024-06-11 02:50:29 UTC,2024-06-11 02:50:29 UTC
338,8476945,20232024,60,60,37,19,4,142,2.388339,0.921023,1798,5,2024-06-11 02:50:29 UTC,2024-06-11 02:50:29 UTC
339,8475311,20192020,29,29,16,11,2,65,2.22425,0.928,903,2,2024-06-11 02:50:37 UTC,2024-06-11 02:50:37 UTC
340,8475311,20202021,27,27,10,11,3,66,2.560428,0.907,710,2,2024-06-11 02:50:37 UTC,2024-06-11 02:50:37 UTC
341,8475311,20212022,57,57,37,12,4,138,2.540852,0.921323,1754,5,2024-06-11 02:50:37 UTC,2024-06-11 02:50:37 UTC
342,8475311,20222023,57,56,22,26,7,154,2.866198,0.908602,1674,5,2024-06-11 02:50:37 UTC,2024-06-11 02:50:37 UTC
343,8475311,20232024,33,30,13,14,3,103,3.310951,0.890426,940,1,2024-06-11 02:50:37 UTC,2024-06-11 02:50:37 UTC
344,8479292,20192020,6,6,2,4,0,20,3.325482,0.888,178,0,2024-06-11 02:50:37 UTC,2024-06-11 02:50:37 UTC
345,8479292,20212022,5,4,5,0,0,5,1.21745,0.957627,118,0,2024-06-11 02:50:37 UTC,2024-06-11 02:50:37 UTC
346,8479292,20222023,31,26,13,11,3,86,3.049525,0.899179,853,0,2024-06-11 02:50:37 UTC,2024-06-11 02:50:37 UTC
347,8479292,20232024,50,48,25,16,7,127,2.67145,0.911251,1431,6,2024-06-11 02:50:38 UTC,2024-06-11 02:50:38 UTC
